ds,yhat
2013-09-07,15.68945878383456
2013-09-08,12.335153247598868
2013-09-09,15.846003480741384
2013-09-10,15.838743463739087
2013-09-11,15.739282676421467
2013-09-12,15.608922576342502
2013-09-13,15.72627774154743
2013-09-14,15.69901354594674
2013-09-15,12.340130275858506
2013-09-16,15.84535916817388
2013-09-17,15.831545050464936
2013-09-18,15.724741848598011
2013-09-19,15.586426209813096
2013-09-20,15.695414782487484
2013-09-21,15.659597101898832
2013-09-22,12.29221410120092
2013-09-23,15.789247865850744
2013-09-24,15.767797473512127
2013-09-25,15.654167366047531
2013-09-26,15.510073697940827
2013-09-27,15.614554407503697
2013-09-28,15.5756951702238
2013-09-29,12.20690146016757
2013-09-30,15.704276497120889
2013-10-01,15.685010305580278
2013-10-02,15.575446098691325
2013-10-03,15.437289969890976
2013-10-04,15.54951954991388
2013-10-05,15.520109904881153
2013-10-06,12.162306941844022
2013-10-07,15.672014141134946
2013-10-08,15.666167604376865
2013-10-09,15.570825953068743
2013-10-10,15.447380546584457
2013-10-11,15.574471725954355
2013-10-12,15.55972313585912
2013-10-13,12.216024180729235
2013-10-14,15.738926200390852
2013-10-15,15.74502710433806
2013-10-16,15.66007073942621
2013-10-17,15.545166196898132
2013-10-18,15.678712506544263
2013-10-19,15.668140523508953
2013-10-20,12.32620183488181
2013-10-21,15.848370068873512
2013-10-22,15.851229173710175
2013-10-23,15.760574806313656
2013-10-24,15.63763394316036
2013-10-25,15.76098811202134
2013-10-26,15.738312047973812
2013-10-27,12.38265764664348
2013-10-28,15.889848690502689
2013-10-29,15.876861054467565
2013-10-30,15.769821344633783
2013-10-31,15.63049614448091
2013-11-01,15.737923839511646
2013-11-02,15.70023478770484
2013-11-03,12.330923169683508
2013-11-04,15.826229677179748
2013-11-05,15.80351006497214
2013-11-06,15.689316203110009
2013-11-07,15.545595264821054
2013-11-08,15.65159298453962
2013-11-09,15.615573323962694
2013-11-10,12.251084938019542
2013-11-11,15.754340405896498
2013-11-12,15.74258337970922
2013-11-13,15.642170363655197
2013-11-14,15.514772780831075
2013-11-15,15.639285228536345
2013-11-16,15.62355217066408
2013-11-17,12.280643316272757
2013-11-18,15.806243455396292
2013-11-19,15.817031664487262
2013-11-20,15.738776313019876
2013-11-21,15.632551213482962
2013-11-22,15.776658473732248
2013-11-23,15.778369941575876
2013-11-24,12.45021712218198
2013-11-25,15.987394972697404
2013-11-26,16.0061541290811
2013-11-27,15.93190765922258
2013-11-28,15.825457375016818
2013-11-29,15.964918769465717
2013-11-30,15.957487340690918
2013-12-01,12.61571380163928
2013-12-02,16.134915658317375
2013-12-03,16.131568544741405
2013-12-04,16.031409623618263
2013-12-05,15.89565814202336
2013-12-06,16.002938544386442
2013-12-07,15.961017977417685
2013-12-08,12.58308811617771
2013-12-09,16.065156866578473
2013-12-10,16.024424751115994
2013-12-11,15.887372416965192
2013-12-12,15.71596473098549
2013-12-13,15.789557255129152
2013-12-14,15.716617333453051
2013-12-15,12.310990112567977
2013-12-16,15.769275429745717
2013-12-17,15.709190730320914
2013-12-18,15.557646776870644
2013-12-19,15.37694189690468
2013-12-20,15.446660798001195
2013-12-21,15.375390363070093
2013-12-22,11.976982872051938
2013-12-23,15.447932647311058
2013-12-24,15.405741285887718
2013-12-25,15.2769981800685
2013-12-26,15.123581952037457
2013-12-27,15.224568653032431
2013-12-28,15.187958909487609
2013-12-29,11.826953235957411
2013-12-30,15.33734594089763
2013-12-31,15.33590295087926
2014-01-01,15.248459374514088
2014-01-02,15.136137303924135
2014-01-03,15.277270266639462
2014-01-04,15.279146130063005
2014-01-05,11.9542982625942
2014-01-06,15.497910292346502
2014-01-07,15.526208971411451
2014-01-08,15.464571209755348
2014-01-09,15.373750300333276
2014-01-10,15.531806629517988
2014-01-11,15.545854560017204
2014-01-12,12.228355232676565
2014-01-13,15.774520627855251
2014-01-14,15.800703451544166
2014-01-15,15.732499021993174
2014-01-16,15.630964341355446
2014-01-17,15.774539856003358
2014-01-18,15.7707858421788
2014-01-19,12.432663446399772
2014-01-20,15.95592603046843
2014-01-21,15.957495712123364
2014-01-22,15.863551612629518
2014-01-23,15.735735331165072
2014-01-24,15.853059477001684
2014-01-25,15.82363150679614
2014-01-26,12.460923183512405
2014-01-27,15.961151562651906
2014-01-28,15.941646604295116
2014-01-29,15.828932159450956
2014-01-30,15.684925864229855
2014-01-31,15.78884397635807
2014-02-01,15.748923378590586
2014-02-02,12.378691064684038
2014-02-03,15.874346954412747
2014-02-04,15.853135044410129
2014-02-05,15.741429439546394
2014-02-06,15.600940737421611
2014-02-07,15.710628471632363
2014-02-08,15.678431663778984
2014-02-09,12.317547537558948
2014-02-10,15.823823980694891
2014-02-11,15.81414049819356
2014-02-12,15.714503942949149
2014-02-13,15.586264248547224
2014-02-14,15.708035640082976
2014-02-15,15.687435165962702
2014-02-16,12.337368425667204
2014-02-17,15.85342793241504
2014-02-18,15.852278743170746
2014-02-19,15.759757567607762
2014-02-20,15.637090544819818
2014-02-21,15.762815164977438
2014-02-22,15.74451821744156
2014-02-23,12.395119712194738
2014-02-24,15.910268317813422
2014-02-25,15.906723078815212
2014-02-26,15.81044777787994
2014-02-27,15.68282330060756
2014-02-28,15.802563673182531
2014-03-01,15.777447824374107
2014-03-02,12.42059722886617
2014-03-03,15.927865150672972
2014-03-04,15.916212427428269
2014-03-05,15.811796321483932
2014-03-06,15.67617793975912
2014-03-07,15.788234001888815
2014-03-08,15.75588512177082
2014-03-09,12.392370806879017
2014-03-10,15.893636942254288
2014-03-11,15.876710708174665
2014-03-12,15.7677894394973
2014-03-13,15.628448884659983
2014-03-14,15.737556575651125
2014-03-15,15.703002384764828
2014-03-16,12.337976365392144
2014-03-17,15.838359523228522
2014-03-18,15.82110233628229
2014-03-19,15.712317396652548
2014-03-20,15.57349149573858
2014-03-21,15.68340273211242
2014-03-22,15.649854593201171
2014-03-23,12.285956995311064
2014-03-24,15.78751983029645
2014-03-25,15.771433757073378
2014-03-26,15.663764550389503
2014-03-27,15.525966289256882
2014-03-28,15.636798946874215
2014-03-29,15.604062335540071
2014-03-30,12.240876429277955
2014-03-31,15.743073633247771
2014-04-01,15.727577826945554
2014-04-02,15.62049655988383
2014-04-03,15.483331776190257
2014-04-04,15.594894730224093
2014-04-05,15.563037155041611
2014-04-06,12.200928801645356
2014-04-07,15.70444704868309
2014-04-08,15.690553484949
2014-04-09,15.585383947313076
2014-04-10,15.450457467613248
2014-04-11,15.564589856117609
2014-04-12,15.53562403217161
2014-04-13,12.176707251163508
2014-04-14,15.683680939779594
2014-04-15,15.673458035117436
2014-04-16,15.572114285151946
2014-04-17,15.441098920929443
2014-04-18,15.55915036928184
2014-04-19,15.53402904356912
2014-04-20,12.178797277025549
2014-04-21,15.689212017748677
2014-04-22,15.682105082341206
2014-04-23,15.583477325066214
2014-04-24,15.454712033453497
2014-04-25,15.574493124323876
2014-04-26,15.550540090496549
2014-04-27,12.195889686091965
2014-04-28,15.706289906126672
2014-04-29,15.698581007917166
2014-04-30,15.598789901297234
2014-05-01,15.468343203036472
2014-05-02,15.585984534346794
2014-05-03,15.559508034301428
2014-05-04,12.202038116806708
2014-05-05,15.70942108268471
2014-05-06,15.69860340570072
2014-05-07,15.595723100331858
2014-05-08,15.46231956037073
2014-05-09,15.577247545078793
2014-05-10,15.548407387917972
2014-05-11,12.189021557786392
2014-05-12,15.695023283706943
2014-05-13,15.68343215472397
2014-05-14,15.580443187038012
2014-05-15,15.447634819620058
2014-05-16,15.563881573455015
2014-05-17,15.537083491685456
2014-05-18,12.18044251612475
2014-05-19,15.689851518133862
2014-05-20,15.6822708851004
2014-05-21,15.583819125646988
2014-05-22,15.455982909523422
2014-05-23,15.577532216017396
2014-05-24,15.55625263406999
2014-05-25,12.205224883365988
2014-05-26,15.720217180484966
2014-05-27,15.718065251338407
2014-05-28,15.624766351199051
2014-05-29,15.501692604845417
2014-05-30,15.627509246569108
2014-05-31,15.609909708759217
2014-06-01,12.261897548985337
2014-06-02,15.779180770263244
2014-06-03,15.778553280882758
2014-06-04,15.685989815794295
2014-06-05,15.562859611821947
2014-06-06,15.687844408680046
2014-06-07,15.66867274090977
2014-06-08,12.31840053961853
2014-06-09,15.832803645003162
2014-06-10,15.828757037236311
2014-06-11,15.732327180632945
2014-06-12,15.604982857231931
2014-06-13,15.725510152180023
2014-06-14,15.701743651745003
2014-06-15,12.346843969151928
2014-06-16,15.856687294797585
2014-06-17,15.848241868548278
2014-06-18,15.747657852280431
2014-06-19,15.616476051497528
2014-06-20,15.733541209221585
2014-06-21,15.706731979083882
2014-06-22,12.349237723903103
2014-06-23,15.856947850464811
2014-06-24,15.846828575812394
2014-06-25,15.745013584176736
2014-06-26,15.6130139885031
2014-06-27,15.72963327022238
2014-06-28,15.702699241209803
2014-06-29,12.345343102580298
2014-06-30,15.853391227831604
2014-07-01,15.843744479628471
2014-07-02,15.742471429549608
2014-07-03,15.611020805424532
2014-07-04,15.728138754111637
2014-07-05,15.701602884652392
2014-07-06,12.344503094133678
2014-07-07,15.85263474595978
2014-07-08,15.84287896276447
2014-07-09,15.741296371856125
2014-07-10,15.60933961236135
2014-07-11,15.725770192552472
2014-07-12,15.698391679344375
2014-07-13,12.340329255357956
2014-07-14,15.84742126063632
2014-07-15,15.836597542002384
2014-07-16,15.733971019806
2014-07-17,15.601047861489096
2014-07-18,15.716641936809571
2014-07-19,15.688605626264458
2014-07-20,12.330107106915312
2014-07-21,15.83701981926398
2014-07-22,15.82629901782474
2014-07-23,15.724071886288629
2014-07-24,15.591846665967086
2014-07-25,15.708426518489803
2014-07-26,15.681640224218771
2014-07-27,12.324619854718982
2014-07-28,15.83324885880639
2014-07-29,15.824366744087236
2014-07-30,15.724034196147448
2014-07-31,15.593686630506902
2014-08-01,15.712050529085644
2014-08-02,15.686876842227065
2014-08-03,12.331221503711692
2014-08-04,15.840838660703422
2014-08-05,15.832561399414592
2014-08-06,15.732396307140652
2014-08-07,15.601737167018584
2014-08-08,15.719283345547536
2014-08-09,15.692774811397324
2014-08-10,12.335273763214934
2014-08-11,15.842558414394176
2014-08-12,15.83150367793298
2014-08-13,15.728175074830691
2014-08-14,15.594041164039483
2014-08-15,15.70789007715367
2014-08-16,15.677562138869575
2014-08-17,12.316228613662611
2014-08-18,15.819782206323175
2014-08-19,15.80521415548547
2014-08-20,15.69870435196859
2014-08-21,15.561829898410018
2014-08-22,15.673477817455312
2014-08-23,15.641574016756
2014-08-24,12.279358675652194
2014-08-25,15.782773800698314
2014-08-26,15.7688378985098
2014-08-27,15.66380020965614
2014-08-28,15.529150419340324
2014-08-29,15.64372877118429
2014-08-30,15.615389569468316
2014-08-31,12.257277827796948
2014-09-01,15.765218883165431
2014-09-02,15.756095886619056
2014-09-03,15.655941635908516
2014-09-04,15.526150159962468
2014-09-05,15.645393714083893
2014-09-06,15.621357204766197
2014-09-07,12.26702008029011
2014-09-08,15.778051268644884
2014-09-09,15.771191913393098
2014-09-10,15.672352209824014
2014-09-11,15.542827590464372
2014-09-12,15.661219765811452
2014-09-13,15.63517449790634
2014-09-14,12.277666018572836
2014-09-15,15.784393570773604
2014-09-16,15.772164744741218
2014-09-17,15.666991860299078
2014-09-18,15.530306623230938
2014-09-19,15.640878571769315
2014-09-20,15.60654923262364
2014-09-21,12.240511972037035
2014-09-22,15.738703123626632
2014-09-23,15.718179196089691
2014-09-24,15.605206568036348
2014-09-25,15.461469074864802
2014-09-26,15.566225836362689
2014-09-27,15.527298247569552
2014-09-28,12.158082729379196
2014-09-29,15.654688626761304
2014-09-30,15.63430946055054
2014-10-01,15.523307488745706
2014-10-02,15.383417152622185
2014-10-03,15.49365326307996
2014-10-04,15.462036168662497
2014-10-05,12.101864185324924
2014-10-06,15.60909912746665
2014-10-07,15.600739956740894
2014-10-08,15.502911116829262
2014-10-09,15.377071062374863
2014-10-10,15.501926731529249
2014-10-11,15.48516606157797
2014-10-12,12.139738652142276
2014-10-13,15.661250211151586
2014-10-14,15.66634557169966
2014-10-15,15.5808066014562
2014-10-16,15.46577025462637
2014-10-17,15.59965225306632
2014-10-18,15.589888235792596
2014-10-19,12.24922223046758
2014-10-20,15.773107848739857
2014-10-21,15.778096783200318
2014-10-22,15.689940747846824
2014-10-23,15.569811967374044
2014-10-24,15.696227597789886
2014-10-25,15.6767898570979
2014-10-26,12.324688432704882
2014-10-27,15.8354469662086
2014-10-28,15.825955544478584
2014-10-29,15.722348196999924
2014-10-30,15.58621431129496
2014-10-31,15.696512833519922
2014-11-01,15.661301279448034
2014-11-02,12.294009671393932
2014-11-03,15.790825133909475
2014-11-04,15.769062120044184
2014-11-05,15.655244856093972
2014-11-06,15.51130759862238
2014-11-07,15.616498603776828
2014-11-08,15.579100121500712
2014-11-09,12.21269479064066
2014-11-10,15.71354439439384
2014-11-11,15.698956133465522
2014-11-12,15.595363144890236
2014-11-13,15.464524949174356
2014-11-14,15.585433761573766
2014-11-15,15.566038960136344
2014-11-16,12.219520011283963
2014-11-17,15.74167368248783
2014-11-18,15.749290517995348
2014-11-19,15.668247076296597
2014-11-20,15.559719340447096
2014-11-21,15.70210292959109
2014-11-22,15.702752068867465
2014-11-23,12.37426726257257
2014-11-24,15.911897133741386
2014-11-25,15.931944775807317
2014-11-26,15.859826063963524
2014-11-27,15.756342375373508
2014-11-28,15.899595647946809
2014-11-29,15.896736142781444
2014-11-30,12.56025687640733
2014-12-01,16.08539999368685
2014-12-02,16.08854955065606
2014-12-03,15.99533676506117
2014-12-04,15.8668627819938
2014-12-05,15.981624306786944
2014-12-06,15.947253880918613
2014-12-07,12.576804665232036
2014-12-08,16.06614521577775
2014-12-09,16.032338985770036
2014-12-10,15.901734918632805
2014-12-11,15.736174522510716
2014-12-12,15.814901148320786
2014-12-13,15.746283635185929
2014-12-14,12.344084583622609
2014-12-15,15.80483913656398
2014-12-16,15.746219384636468
2014-12-17,15.595111122784363
2014-12-18,15.413808680212504
2014-12-19,15.4819138393141
2014-12-20,15.408051254791568
2014-12-21,12.006130829030552
2014-12-22,15.47272306275708
2014-12-23,15.425422576102056
2014-12-24,15.29092654386282
2014-12-25,15.131234017161322
2014-12-26,15.225550564029112
2014-12-27,15.182013428881431
2014-12-28,11.813964496008518
2014-12-29,15.317338286370465
2014-12-30,15.30903958029117
2014-12-31,15.21503706928187
2015-01-01,15.096578348449391
2015-01-02,15.232111777911278
2015-01-03,15.229027073734574
2015-01-04,11.899944483610632
2015-01-05,15.440117930638332
2015-01-06,15.465826665983457
2015-01-07,15.402481517230427
2015-01-08,15.310850765893155
2015-01-09,15.46899094936402
2015-01-10,15.48399426454538
2015-01-11,12.168282299776653
2015-01-12,15.717011405878964
2015-01-13,15.746464232933311
2015-01-14,15.682153562233276
2015-01-15,15.585043565506473
2015-01-16,15.73347393695724
2015-01-17,15.734898774127844
2015-01-18,12.402170173814737
2015-01-19,15.93093212983451
2015-01-20,15.937999562007374
2015-01-21,15.84944892876766
2015-01-22,15.72682588908264
2015-01-23,15.849055795721055
2015-01-24,15.824169227231158
2015-01-25,12.465572833106371
2015-01-26,15.969431387547964
2015-01-27,15.953036130408544
2015-01-28,15.842886084200847
2015-01-29,15.700887999926632
2015-01-30,15.806260857837763
2015-01-31,15.767257225805972
2015-02-01,12.39743180605467
2015-02-02,15.89302304986379
2015-02-03,15.871322886517866
2015-02-04,15.758761154645788
2015-02-05,15.61711025589691
2015-02-06,15.725395785477842
2015-02-07,15.691625239247823
2015-02-08,12.329064899518544
2015-02-09,15.83363053221986
2015-02-10,15.82226668268244
2015-02-11,15.721040895146247
2015-02-12,15.591358115144915
2015-02-13,15.711880778535516
2015-02-14,15.690266451611006
2015-02-15,12.339452911645102
2015-02-16,15.855056114250573
2015-02-17,15.85375568000842
2015-02-18,15.76139410513572
2015-02-19,15.63919487178656
2015-02-20,15.765684915737568
2015-02-21,15.748433308653524
2015-02-22,12.400336072899195
2015-02-23,15.917012639755727
2015-02-24,15.915188679624622
2015-02-25,15.820791633483806
2015-02-26,15.695164269435406
2015-02-27,15.816981889511874
2015-02-28,15.79398522433993
2015-03-01,12.439259122468952
2015-03-02,15.94862273571555
2015-03-03,15.9390061165767
2015-03-04,15.836539735424155
2015-03-05,15.702762406446723
2015-03-06,15.816533394366262
2015-03-07,15.785760864733978
2015-03-08,12.423676885333116
2015-03-09,15.926224753688228
2015-03-10,15.910433612283214
2015-03-11,15.8025068765807
2015-03-12,15.66402995359812
2015-03-13,15.773882985553607
2015-03-14,15.739970718982375
2015-03-15,12.3754996222757
2015-03-16,15.876367924087443
2015-03-17,15.859543416146945
2015-03-18,15.751155417489882
2015-03-19,15.61270624318587
2015-03-20,15.722987775929136
2015-03-21,15.689815107089135
2015-03-22,12.32630724362437
2015-03-23,15.828280436867791
2015-03-24,15.812628875096625
2015-03-25,15.705419051612555
2015-03-26,15.568103086258075
2015-03-27,15.679436553517167
2015-03-28,15.647212761438798
2015-03-29,12.28454347671099
2015-03-30,15.78725167262381
2015-03-31,15.77225108281442
2015-04-01,15.66563893197585
2015-04-02,15.52890719666389
2015-04-03,15.640858038175791
2015-04-04,15.609335449990692
2015-04-05,12.247503219953405
2015-04-06,15.751234891600392
2015-04-07,15.737490613813556
2015-04-08,15.632407352134516
2015-04-09,15.497507908674852
2015-04-10,15.611614475644377
2015-04-11,15.582578833882028
2015-04-12,12.2235593501138
2015-04-13,15.73041049263045
2015-04-14,15.720059771938656
2015-04-15,15.61859857763535
2015-04-16,15.487492337676253
2015-04-17,15.60549568643465
2015-04-18,15.580384697949912
2015-04-19,12.22523626792942
2015-04-20,15.735820282773748
2015-04-21,15.728979390735905
2015-04-22,15.630722748933614
2015-04-23,15.5024390722376
2015-04-24,15.6228145702178
2015-04-25,15.599567732203006
2015-04-26,12.24573095477625
2015-04-27,15.75704457025548
2015-04-28,15.750338024303993
2015-04-29,15.65162452390664
2015-04-30,15.522314445845463
2015-05-01,15.641133073198542
2015-05-02,15.615854619929314
2015-05-03,12.25958255570901
2015-05-04,15.768141825129764
2015-05-05,15.758457761699846
2015-05-06,15.656648084778457
2015-05-07,15.524233349229018
2015-05-08,15.64005150551512
2015-05-09,15.611988627229092
2015-05-10,12.253255919913748
2015-05-11,15.759778707881663
2015-05-12,15.748572299644072
2015-05-13,15.645831215144044
2015-05-14,15.51313723110776
2015-05-15,15.629371977759307
2015-05-16,15.602446205687151
2015-05-17,12.245575883524204
2015-05-18,15.754670852636622
2015-05-19,15.746710951347346
2015-05-20,15.647836085626292
2015-05-21,15.51955567834409
2015-05-22,15.640663188684778
2015-05-23,15.618967763670572
2015-05-24,12.267573110620402
2015-05-25,15.78226923384302
2015-05-26,15.77991185565109
2015-05-27,15.686515899924904
2015-05-28,15.563468368234169
2015-05-29,15.689446198323749
2015-05-30,15.672151067582634
2015-05-31,12.324591137865928
2015-06-01,15.842475300848378
2015-06-02,15.84259467187977
2015-06-03,15.750917651855849
2015-06-04,15.628803844271902
2015-06-05,15.754922390706977
2015-06-06,15.736986678788844
2015-06-07,12.388035427655062
2015-06-08,15.90382573623002
2015-06-09,15.901212884814743
2015-06-10,15.806243266868323
2015-06-11,15.680365808459502
2015-06-12,15.802347519935068
2015-06-13,15.78000522300596
2015-06-14,12.42648355261149
2015-06-15,15.937644915981078
2015-06-16,15.930446294636951
2015-06-17,15.831029358637918
2015-06-18,15.700929335309906
2015-06-19,15.818988352917833
2015-06-20,15.793085366128814
2015-06-21,12.436412812887855
2015-06-22,15.944865719736976
2015-06-23,15.93541816002727
2015-06-24,15.834213535920824
2015-06-25,15.702774111648155
2015-06-26,15.81991548720756
2015-06-27,15.793478073539
2015-06-28,12.436605659363789
2015-06-29,15.945136715900809
2015-06-30,15.935983264477498
2015-07-01,15.835223691821351
2015-07-02,15.70431485152175
2015-07-03,15.82200905102845
2015-07-04,15.796087898380817
2015-07-05,12.439643017365247
2015-07-06,15.948469204218554
2015-07-07,15.939444788151125
2015-07-08,15.838625531074207
2015-07-09,15.707457369436709
2015-07-10,15.82469357811448
2015-07-11,15.798128326980434
2015-07-12,12.440876652039703
2015-07-13,15.948766443146887
2015-07-14,15.938717254715192
2015-07-15,15.836832332369587
2015-07-16,15.70460922755706
2015-07-17,15.820854658644675
2015-07-18,15.793415674327482
2015-07-19,12.435457229867971
2015-07-20,15.942851867952385
2015-07-21,15.932556397680154
